lng,lat,bio_flux_opt,yymm
178.5,64.5,4.38,"1501"
179.5,64.5,8.73,"1501"
-171.5,63.5,15.11,"1501"
-170.5,63.5,12.9,"1501"
-169.5,63.5,6.19,"1501"
-168.5,63.5,0.41,"1501"
-164.5,63.5,12.99,"1501"
-163.5,63.5,13.03,"1501"
-162.5,63.5,23.9,"1501"
-161.5,63.5,25.3,"1501"
-160.5,63.5,12.89,"1501"
-159.5,63.5,-0.61,"1501"
-158.5,63.5,33.29,"1501"
-157.5,63.5,33.12,"1501"
-156.5,63.5,-1.65,"1501"
-155.5,63.5,-1.82,"1501"
-154.5,63.5,12.47,"1501"
-153.5,63.5,37.91,"1501"
-152.5,63.5,42.25,"1501"
-151.5,63.5,33.54,"1501"
-150.5,63.5,33.09,"1501"
-149.5,63.5,-17,"1501"
-148.5,63.5,10.03,"1501"
-147.5,63.5,7.52,"1501"
-146.5,63.5,18.57,"1501"
-145.5,63.5,24.4,"1501"
-144.5,63.5,25.92,"1501"
-143.5,63.5,11.36,"1501"
-142.5,63.5,11.46,"1501"
-141.5,63.5,12.95,"1501"
-140.5,63.5,-0.32,"1501"
-139.5,63.5,-0.86,"1501"
-138.5,63.5,-1.14,"1501"
-137.5,63.5,-1.31,"1501"
-136.5,63.5,-1.25,"1501"
-135.5,63.5,36.99,"1501"
-134.5,63.5,39.25,"1501"
-133.5,63.5,38.72,"1501"
-132.5,63.5,-28.24,"1501"
-131.5,63.5,12.73,"1501"
-130.5,63.5,10.77,"1501"
-129.5,63.5,8.99,"1501"
-128.5,63.5,7.12,"1501"
-127.5,63.5,-0.73,"1501"
-126.5,63.5,-0.77,"1501"
-125.5,63.5,33.51,"1501"
-124.5,63.5,34.32,"1501"
-123.5,63.5,30.88,"1501"
-122.5,63.5,27.47,"1501"
-121.5,63.5,28.3,"1501"
-120.5,63.5,29.86,"1501"
-119.5,63.5,29.46,"1501"
-118.5,63.5,21.02,"1501"
-117.5,63.5,16.08,"1501"
-116.5,63.5,18.67,"1501"
-115.5,63.5,17.95,"1501"
-114.5,63.5,21.17,"1501"
-113.5,63.5,0.31,"1501"
-112.5,63.5,0.5,"1501"
-111.5,63.5,0.57,"1501"
-110.5,63.5,0.66,"1501"
-109.5,63.5,0.88,"1501"
-108.5,63.5,0.92,"1501"
-107.5,63.5,6.9,"1501"
-106.5,63.5,6.69,"1501"
-105.5,63.5,-12.55,"1501"
-104.5,63.5,-11.76,"1501"
-103.5,63.5,6.11,"1501"
-102.5,63.5,6.32,"1501"
-101.5,63.5,4.9,"1501"
-100.5,63.5,6.18,"1501"
-99.5,63.5,6.5,"1501"
-98.5,63.5,6.92,"1501"
-97.5,63.5,31.69,"1501"
-96.5,63.5,7.47,"1501"
-95.5,63.5,6.44,"1501"
-94.5,63.5,22.56,"1501"
-93.5,63.5,5.24,"1501"
-92.5,63.5,4.66,"1501"
-91.5,63.5,4.32,"1501"
-90.5,63.5,8.75,"1501"
-89.5,63.5,-0.09,"1501"
-87.5,63.5,-0.4,"1501"
-86.5,63.5,-5.83,"1501"
-85.5,63.5,1.75,"1501"
-84.5,63.5,1.48,"1501"
-83.5,63.5,-1.18,"1501"
-82.5,63.5,-2.31,"1501"
-81.5,63.5,0.71,"1501"
-80.5,63.5,-0.94,"1501"
-78.5,63.5,-0.89,"1501"
-77.5,63.5,-1.32,"1501"
-76.5,63.5,-0.64,"1501"
-72.5,63.5,-0.39,"1501"
-71.5,63.5,1.1,"1501"
-70.5,63.5,1.59,"1501"
-69.5,63.5,1.27,"1501"
-68.5,63.5,1.02,"1501"
-67.5,63.5,0.5,"1501"
-66.5,63.5,0.63,"1501"
-65.5,63.5,0.33,"1501"
-64.5,63.5,-0.21,"1501"
-51.5,63.5,-5.9,"1501"
-50.5,63.5,11.86,"1501"
-49.5,63.5,1.78,"1501"
-42.5,63.5,0.74,"1501"
-41.5,63.5,4.39,"1501"
-40.5,63.5,-0.48,"1501"
-22.5,63.5,-4.2,"1501"
-21.5,63.5,-7.53,"1501"
-20.5,63.5,-19.26,"1501"
-19.5,63.5,-12.07,"1501"
-18.5,63.5,-14.32,"1501"
-17.5,63.5,-6.16,"1501"
-16.5,63.5,-2.21,"1501"
7.5,63.5,-8.86,"1501"
8.5,63.5,-31.87,"1501"
9.5,63.5,61.25,"1501"
10.5,63.5,62.22,"1501"
11.5,63.5,62.25,"1501"
12.5,63.5,55.67,"1501"
13.5,63.5,137.35,"1501"
14.5,63.5,90.67,"1501"
15.5,63.5,93.22,"1501"
16.5,63.5,70.03,"1501"
17.5,63.5,70.38,"1501"
18.5,63.5,65.91,"1501"
19.5,63.5,69.9,"1501"
20.5,63.5,-17.5,"1501"
21.5,63.5,-20.48,"1501"
22.5,63.5,68.11,"1501"
23.5,63.5,68.58,"1501"
24.5,63.5,65.16,"1501"
25.5,63.5,57.22,"1501"
26.5,63.5,52.26,"1501"
27.5,63.5,51.8,"1501"
28.5,63.5,58,"1501"
29.5,63.5,53.92,"1501"
30.5,63.5,58.66,"1501"
31.5,63.5,52.63,"1501"
32.5,63.5,54.34,"1501"
33.5,63.5,48.37,"1501"
34.5,63.5,46.95,"1501"
35.5,63.5,54.32,"1501"
36.5,63.5,52.38,"1501"
37.5,63.5,52.87,"1501"
38.5,63.5,51.01,"1501"
39.5,63.5,52.2,"1501"
40.5,63.5,50,"1501"
41.5,63.5,48.72,"1501"
42.5,63.5,42.33,"1501"
43.5,63.5,40.3,"1501"
44.5,63.5,38.97,"1501"
45.5,63.5,37.58,"1501"
46.5,63.5,35.42,"1501"
47.5,63.5,34.32,"1501"
48.5,63.5,33.87,"1501"
49.5,63.5,31.91,"1501"
50.5,63.5,78.61,"1501"
51.5,63.5,30.33,"1501"
52.5,63.5,29.82,"1501"
53.5,63.5,31.3,"1501"
54.5,63.5,34.02,"1501"
55.5,63.5,94.47,"1501"
56.5,63.5,31.63,"1501"
57.5,63.5,71.87,"1501"
58.5,63.5,26.47,"1501"
59.5,63.5,27.36,"1501"
60.5,63.5,30.16,"1501"
61.5,63.5,45,"1501"
62.5,63.5,42.77,"1501"
63.5,63.5,41.15,"1501"
64.5,63.5,39.84,"1501"
65.5,63.5,18.16,"1501"
66.5,63.5,17.9,"1501"
67.5,63.5,17.51,"1501"
68.5,63.5,17.65,"1501"
69.5,63.5,15.5,"1501"
70.5,63.5,15.44,"1501"
71.5,63.5,14.63,"1501"
72.5,63.5,28.49,"1501"
73.5,63.5,28.27,"1501"
74.5,63.5,14.61,"1501"
75.5,63.5,14.79,"1501"
76.5,63.5,13.58,"1501"
77.5,63.5,13.34,"1501"
78.5,63.5,14.64,"1501"
79.5,63.5,16.32,"1501"
80.5,63.5,16.53,"1501"
81.5,63.5,16.49,"1501"
82.5,63.5,16.65,"1501"
83.5,63.5,16.91,"1501"
84.5,63.5,17.77,"1501"
85.5,63.5,41.8,"1501"
86.5,63.5,43.81,"1501"
87.5,63.5,44.97,"1501"
88.5,63.5,43.11,"1501"
89.5,63.5,39.95,"1501"
90.5,63.5,38.24,"1501"
91.5,63.5,38.38,"1501"
92.5,63.5,34.62,"1501"
93.5,63.5,33.33,"1501"
94.5,63.5,35.54,"1501"
95.5,63.5,34.26,"1501"
96.5,63.5,30.92,"1501"
97.5,63.5,29.08,"1501"
98.5,63.5,31.36,"1501"
99.5,63.5,28.69,"1501"
100.5,63.5,26.78,"1501"
101.5,63.5,27.34,"1501"
102.5,63.5,-0.7,"1501"
103.5,63.5,28.51,"1501"
104.5,63.5,27.54,"1501"
105.5,63.5,27.48,"1501"
106.5,63.5,28.12,"1501"
107.5,63.5,30.28,"1501"
108.5,63.5,30.15,"1501"
109.5,63.5,30.8,"1501"
110.5,63.5,29.56,"1501"
111.5,63.5,29.74,"1501"
112.5,63.5,27.94,"1501"
113.5,63.5,20.18,"1501"
114.5,63.5,22.55,"1501"
115.5,63.5,23.11,"1501"
116.5,63.5,22.28,"1501"
117.5,63.5,28.21,"1501"
118.5,63.5,27.98,"1501"
119.5,63.5,27.89,"1501"
120.5,63.5,29.52,"1501"
121.5,63.5,27.34,"1501"
122.5,63.5,21.88,"1501"
123.5,63.5,22.12,"1501"
124.5,63.5,19.11,"1501"
125.5,63.5,14.32,"1501"
126.5,63.5,17.53,"1501"
127.5,63.5,18.88,"1501"
128.5,63.5,24.17,"1501"
129.5,63.5,24.1,"1501"
130.5,63.5,18.82,"1501"
131.5,63.5,20.37,"1501"
132.5,63.5,31.04,"1501"
133.5,63.5,17.58,"1501"
134.5,63.5,16.6,"1501"
135.5,63.5,1.99,"1501"
136.5,63.5,2.63,"1501"
137.5,63.5,13.71,"1501"
138.5,63.5,8.9,"1501"
139.5,63.5,5.89,"1501"
140.5,63.5,1.44,"1501"
141.5,63.5,2.09,"1501"
142.5,63.5,1.73,"1501"
143.5,63.5,1.06,"1501"
144.5,63.5,0.67,"1501"
145.5,63.5,2,"1501"
146.5,63.5,11.3,"1501"
147.5,63.5,9.07,"1501"
148.5,63.5,9.81,"1501"
149.5,63.5,10.95,"1501"
150.5,63.5,11.73,"1501"
151.5,63.5,1.04,"1501"
152.5,63.5,10.06,"1501"
153.5,63.5,10.91,"1501"
154.5,63.5,2.93,"1501"
155.5,63.5,13.93,"1501"
156.5,63.5,15.04,"1501"
157.5,63.5,14.03,"1501"
158.5,63.5,11.87,"1501"
159.5,63.5,7.74,"1501"
160.5,63.5,8.2,"1501"
161.5,63.5,9.64,"1501"
162.5,63.5,7.93,"1501"
163.5,63.5,7.03,"1501"
164.5,63.5,7.81,"1501"
165.5,63.5,5.68,"1501"
166.5,63.5,15.86,"1501"
167.5,63.5,16.28,"1501"
168.5,63.5,16.55,"1501"
169.5,63.5,13.91,"1501"
170.5,63.5,16.36,"1501"
171.5,63.5,16.02,"1501"
172.5,63.5,4.64,"1501"
173.5,63.5,4.43,"1501"
174.5,63.5,4.07,"1501"
175.5,63.5,4.27,"1501"
176.5,63.5,4.11,"1501"
177.5,63.5,4.5,"1501"
178.5,63.5,31.01,"1501"
179.5,63.5,10.13,"1501"
-169.5,62.5,0.07,"1501"
-165.5,62.5,18.5,"1501"
-164.5,62.5,53.53,"1501"
-163.5,62.5,10.08,"1501"
-162.5,62.5,-0.41,"1501"
-161.5,62.5,57.08,"1501"
-160.5,62.5,13.93,"1501"
-159.5,62.5,-0.8,"1501"
-158.5,62.5,39.89,"1501"
-157.5,62.5,12.45,"1501"
-156.5,62.5,12.84,"1501"
-155.5,62.5,39.96,"1501"
-154.5,62.5,11.6,"1501"
-153.5,62.5,10.67,"1501"
-152.5,62.5,22.16,"1501"
-151.5,62.5,29.8,"1501"
-150.5,62.5,56.86,"1501"
-149.5,62.5,13.19,"1501"
-148.5,62.5,22.23,"1501"
-147.5,62.5,35.33,"1501"
-146.5,62.5,15.01,"1501"
-145.5,62.5,15.77,"1501"
-144.5,62.5,11.61,"1501"
-143.5,62.5,35.47,"1501"
-142.5,62.5,9.43,"1501"
-141.5,62.5,11.89,"1501"
-140.5,62.5,15.57,"1501"
-139.5,62.5,15.42,"1501"
-138.5,62.5,15.83,"1501"
-137.5,62.5,14.95,"1501"
-136.5,62.5,-1.76,"1501"
-135.5,62.5,40.1,"1501"
-134.5,62.5,42.78,"1501"
-133.5,62.5,38.6,"1501"
-132.5,62.5,39.88,"1501"
-131.5,62.5,-0.78,"1501"
-130.5,62.5,-0.65,"1501"
-129.5,62.5,12.44,"1501"
-128.5,62.5,9.4,"1501"
-127.5,62.5,6.45,"1501"
-126.5,62.5,16.5,"1501"
-125.5,62.5,-0.43,"1501"
-124.5,62.5,35.23,"1501"
-123.5,62.5,28.89,"1501"
-122.5,62.5,24.62,"1501"
-121.5,62.5,24.64,"1501"
-120.5,62.5,25.64,"1501"
-119.5,62.5,24.7,"1501"
-118.5,62.5,23.78,"1501"
-117.5,62.5,20.41,"1501"
-116.5,62.5,14.38,"1501"
-115.5,62.5,14.58,"1501"
-114.5,62.5,11.64,"1501"
-113.5,62.5,14.72,"1501"
-112.5,62.5,12.46,"1501"
-111.5,62.5,17.87,"1501"
-110.5,62.5,15.83,"1501"
-109.5,62.5,-0.09,"1501"
-108.5,62.5,0.18,"1501"
-107.5,62.5,0.38,"1501"
-106.5,62.5,0.52,"1501"
-105.5,62.5,0.59,"1501"
-104.5,62.5,0.63,"1501"
-103.5,62.5,-12.53,"1501"
-102.5,62.5,0.91,"1501"
-101.5,62.5,25.45,"1501"
-100.5,62.5,-13.41,"1501"
-99.5,62.5,-14.19,"1501"
-98.5,62.5,-14.09,"1501"
-97.5,62.5,29.08,"1501"
-96.5,62.5,1.69,"1501"
-95.5,62.5,-11.8,"1501"
-94.5,62.5,26.36,"1501"
-93.5,62.5,-10.08,"1501"
-92.5,62.5,10.4,"1501"
-91.5,62.5,-2.42,"1501"
-83.5,62.5,-5.77,"1501"
-82.5,62.5,1.25,"1501"
-80.5,62.5,-0.24,"1501"
-79.5,62.5,-0.79,"1501"
-78.5,62.5,-0.87,"1501"
-77.5,62.5,1.93,"1501"
-76.5,62.5,1.4,"1501"
-75.5,62.5,1.56,"1501"
-74.5,62.5,1.55,"1501"
-73.5,62.5,1.1,"1501"
-72.5,62.5,-0.52,"1501"
-71.5,62.5,-0.42,"1501"
-70.5,62.5,2.77,"1501"
-69.5,62.5,-2.7,"1501"
-68.5,62.5,1.71,"1501"
-67.5,62.5,0.85,"1501"
-66.5,62.5,0.32,"1501"
-65.5,62.5,-0.49,"1501"
-64.5,62.5,-0.28,"1501"
-50.5,62.5,-3.73,"1501"
-49.5,62.5,12.04,"1501"
-48.5,62.5,1.13,"1501"
-42.5,62.5,1.86,"1501"
-41.5,62.5,-0.68,"1501"
-7.5,62.5,-1.19,"1501"
-6.5,62.5,-1.66,"1501"
4.5,62.5,-0.86,"1501"
5.5,62.5,-18.6,"1501"
6.5,62.5,58.54,"1501"
7.5,62.5,59.06,"1501"
8.5,62.5,57.38,"1501"
9.5,62.5,127.75,"1501"
10.5,62.5,126.47,"1501"
11.5,62.5,57.31,"1501"
12.5,62.5,51.54,"1501"
13.5,62.5,61.83,"1501"
14.5,62.5,68.45,"1501"
15.5,62.5,73.72,"1501"
16.5,62.5,75.02,"1501"
17.5,62.5,113.04,"1501"
18.5,62.5,-7.57,"1501"
20.5,62.5,-1.37,"1501"
21.5,62.5,49.61,"1501"
22.5,62.5,48.43,"1501"
23.5,62.5,78.21,"1501"
24.5,62.5,71.18,"1501"
25.5,62.5,65.11,"1501"
26.5,62.5,65.79,"1501"
27.5,62.5,64.07,"1501"
28.5,62.5,60.44,"1501"
29.5,62.5,55.63,"1501"
30.5,62.5,60.79,"1501"
31.5,62.5,53.5,"1501"
32.5,62.5,58.97,"1501"
33.5,62.5,57.71,"1501"
34.5,62.5,48.77,"1501"
35.5,62.5,59.58,"1501"
36.5,62.5,56.06,"1501"
37.5,62.5,60.84,"1501"
38.5,62.5,58.62,"1501"
39.5,62.5,58.72,"1501"
40.5,62.5,59.73,"1501"
41.5,62.5,57.13,"1501"
42.5,62.5,54.02,"1501"
43.5,62.5,49.17,"1501"
44.5,62.5,67.93,"1501"
45.5,62.5,64.97,"1501"
46.5,62.5,44.51,"1501"
47.5,62.5,41.74,"1501"
48.5,62.5,41.85,"1501"
49.5,62.5,39.76,"1501"
50.5,62.5,39.04,"1501"
51.5,62.5,88.98,"1501"
52.5,62.5,39.37,"1501"
53.5,62.5,55.54,"1501"
54.5,62.5,55.32,"1501"
55.5,62.5,39.59,"1501"
56.5,62.5,38.68,"1501"
57.5,62.5,34.98,"1501"
58.5,62.5,76.98,"1501"
59.5,62.5,34.44,"1501"
60.5,62.5,35.03,"1501"
61.5,62.5,51.21,"1501"
62.5,62.5,47.4,"1501"
63.5,62.5,46.33,"1501"
64.5,62.5,45.4,"1501"
65.5,62.5,44.05,"1501"
66.5,62.5,44.16,"1501"
67.5,62.5,41.87,"1501"
68.5,62.5,17.78,"1501"
69.5,62.5,17.22,"1501"
70.5,62.5,16.58,"1501"
71.5,62.5,16.35,"1501"
72.5,62.5,15.72,"1501"
73.5,62.5,15.39,"1501"
74.5,62.5,15.04,"1501"
75.5,62.5,15.42,"1501"
76.5,62.5,15.61,"1501"
77.5,62.5,34.88,"1501"
78.5,62.5,40.83,"1501"
79.5,62.5,38.8,"1501"
80.5,62.5,35.47,"1501"
81.5,62.5,36.79,"1501"
82.5,62.5,34.48,"1501"
83.5,62.5,37.35,"1501"
84.5,62.5,35.57,"1501"
85.5,62.5,40.55,"1501"
86.5,62.5,44.21,"1501"
87.5,62.5,44.94,"1501"
88.5,62.5,45.14,"1501"
89.5,62.5,45.84,"1501"
90.5,62.5,44.84,"1501"
91.5,62.5,40.7,"1501"
92.5,62.5,37.53,"1501"
93.5,62.5,36.9,"1501"
94.5,62.5,33.86,"1501"
95.5,62.5,33.86,"1501"
96.5,62.5,33,"1501"
97.5,62.5,32.92,"1501"
98.5,62.5,32.21,"1501"
99.5,62.5,32.46,"1501"
100.5,62.5,32.66,"1501"
101.5,62.5,33.71,"1501"
102.5,62.5,32.72,"1501"
103.5,62.5,32.46,"1501"
104.5,62.5,30.82,"1501"
105.5,62.5,31.32,"1501"
106.5,62.5,30.64,"1501"
107.5,62.5,30.92,"1501"
108.5,62.5,33.36,"1501"
109.5,62.5,23.92,"1501"
110.5,62.5,32.01,"1501"
111.5,62.5,30.19,"1501"
112.5,62.5,29.2,"1501"
113.5,62.5,30.25,"1501"
114.5,62.5,21.75,"1501"
115.5,62.5,24.73,"1501"
116.5,62.5,24.99,"1501"
117.5,62.5,33.4,"1501"
118.5,62.5,32.3,"1501"
119.5,62.5,29.68,"1501"
120.5,62.5,19.32,"1501"
121.5,62.5,21.03,"1501"
122.5,62.5,28.66,"1501"
123.5,62.5,27.99,"1501"
124.5,62.5,27.03,"1501"
125.5,62.5,20.18,"1501"
126.5,62.5,23.29,"1501"
127.5,62.5,23.51,"1501"
128.5,62.5,23.04,"1501"
129.5,62.5,19.89,"1501"
130.5,62.5,19.22,"1501"
131.5,62.5,21.05,"1501"
132.5,62.5,19.85,"1501"
133.5,62.5,21.87,"1501"
134.5,62.5,17.36,"1501"
135.5,62.5,21.64,"1501"
136.5,62.5,2.56,"1501"
137.5,62.5,15.31,"1501"
138.5,62.5,11.81,"1501"
139.5,62.5,0.45,"1501"
140.5,62.5,0.31,"1501"
141.5,62.5,0.43,"1501"
142.5,62.5,1.09,"1501"
143.5,62.5,0.85,"1501"
144.5,62.5,1.21,"1501"
145.5,62.5,8.36,"1501"
146.5,62.5,11.11,"1501"
147.5,62.5,13.93,"1501"
148.5,62.5,12.84,"1501"
149.5,62.5,11.15,"1501"
150.5,62.5,12.83,"1501"
151.5,62.5,2.33,"1501"
152.5,62.5,11.41,"1501"
153.5,62.5,1.85,"1501"
154.5,62.5,4.48,"1501"
155.5,62.5,4.9,"1501"
156.5,62.5,17.24,"1501"
157.5,62.5,10.77,"1501"
158.5,62.5,9.06,"1501"
159.5,62.5,10.24,"1501"
160.5,62.5,11.38,"1501"
161.5,62.5,9.98,"1501"
162.5,62.5,37.81,"1501"
163.5,62.5,6.45,"1501"
164.5,62.5,8.17,"1501"
165.5,62.5,7.56,"1501"
166.5,62.5,18.67,"1501"
167.5,62.5,16.91,"1501"
168.5,62.5,15.54,"1501"
169.5,62.5,11.79,"1501"
170.5,62.5,11.11,"1501"
171.5,62.5,3.97,"1501"
172.5,62.5,4.85,"1501"
173.5,62.5,5.03,"1501"
174.5,62.5,4.03,"1501"
175.5,62.5,29.04,"1501"
176.5,62.5,2.09,"1501"
177.5,62.5,10.52,"1501"
178.5,62.5,12.65,"1501"
179.5,62.5,10.24,"1501"
-166.5,61.5,4.21,"1501"
-165.5,61.5,8.55,"1501"
-164.5,61.5,47.58,"1501"
-163.5,61.5,45.51,"1501"
-162.5,61.5,48.66,"1501"
-161.5,61.5,54.11,"1501"
-160.5,61.5,13.14,"1501"
-159.5,61.5,-1.01,"1501"
-158.5,61.5,-1.37,"1501"
-157.5,61.5,-1.43,"1501"
-156.5,61.5,-1.41,"1501"
-155.5,61.5,-1.18,"1501"
-154.5,61.5,11.64,"1501"
-153.5,61.5,5.7,"1501"
-152.5,61.5,4.48,"1501"
-151.5,61.5,16.39,"1501"
-150.5,61.5,58.7,"1501"
-149.5,61.5,15.52,"1501"
-148.5,61.5,7.85,"1501"
-147.5,61.5,4.86,"1501"
-146.5,61.5,25.5,"1501"
-145.5,61.5,12.42,"1501"
-144.5,61.5,13.82,"1501"
-143.5,61.5,33.4,"1501"
-142.5,61.5,8.87,"1501"
-141.5,61.5,15.86,"1501"
-140.5,61.5,29.98,"1501"
-139.5,61.5,12.64,"1501"
-138.5,61.5,14.84,"1501"
-137.5,61.5,15.32,"1501"
-136.5,61.5,-0.98,"1501"
-135.5,61.5,16.74,"1501"
-134.5,61.5,-1.83,"1501"
-133.5,61.5,-1.33,"1501"
-132.5,61.5,14.22,"1501"
-131.5,61.5,14.46,"1501"
-130.5,61.5,-0.66,"1501"
-129.5,61.5,15.34,"1501"
-128.5,61.5,12.94,"1501"
-127.5,61.5,12.45,"1501"
-126.5,61.5,1.25,"1501"
-125.5,61.5,38.77,"1501"
-124.5,61.5,0.1,"1501"
-123.5,61.5,36.36,"1501"
-122.5,61.5,27.17,"1501"
-121.5,61.5,23.14,"1501"
-120.5,61.5,21.31,"1501"
-119.5,61.5,22.6,"1501"
-118.5,61.5,22.45,"1501"
-117.5,61.5,21.41,"1501"
-116.5,61.5,14.55,"1501"
-115.5,61.5,6.01,"1501"
-114.5,61.5,3.89,"1501"
-113.5,61.5,17.53,"1501"
-112.5,61.5,24.69,"1501"
-111.5,61.5,18.99,"1501"
-110.5,61.5,19.99,"1501"
-109.5,61.5,21.71,"1501"
-108.5,61.5,21.14,"1501"
-107.5,61.5,0.1,"1501"
-106.5,61.5,0.19,"1501"
-105.5,61.5,0.4,"1501"
-104.5,61.5,0.47,"1501"
-103.5,61.5,0.67,"1501"
-102.5,61.5,0.67,"1501"
-101.5,61.5,0.72,"1501"
-100.5,61.5,0.83,"1501"
-99.5,61.5,0.94,"1501"
-98.5,61.5,1.19,"1501"
-97.5,61.5,1.2,"1501"
-96.5,61.5,1.31,"1501"
-95.5,61.5,30.01,"1501"
-94.5,61.5,29.6,"1501"
-93.5,61.5,-4.83,"1501"
-80.5,61.5,-0.11,"1501"
-79.5,61.5,-0.59,"1501"
-78.5,61.5,-0.32,"1501"
-77.5,61.5,3.68,"1501"
-76.5,61.5,3.27,"1501"
-75.5,61.5,2.98,"1501"
-74.5,61.5,2.62,"1501"
-73.5,61.5,1.86,"1501"
-72.5,61.5,2.03,"1501"
-71.5,61.5,-2.31,"1501"
-70.5,61.5,-0.73,"1501"
-69.5,61.5,-0.62,"1501"
-66.5,61.5,-0.29,"1501"
-65.5,61.5,-0.14,"1501"
-64.5,61.5,-0.03,"1501"
-49.5,61.5,-4.1,"1501"
-48.5,61.5,12.54,"1501"
-47.5,61.5,3.55,"1501"
-46.5,61.5,3.67,"1501"
-45.5,61.5,9.43,"1501"
-44.5,61.5,0.21,"1501"
-43.5,61.5,0.11,"1501"
-42.5,61.5,-1.52,"1501"
-7.5,61.5,-0.25,"1501"
-6.5,61.5,-0.85,"1501"
4.5,61.5,-9.79,"1501"
5.5,61.5,70.92,"1501"
6.5,61.5,58.78,"1501"
7.5,61.5,49.58,"1501"
8.5,61.5,75.21,"1501"
9.5,61.5,128.15,"1501"
10.5,61.5,67.06,"1501"
11.5,61.5,66.6,"1501"
12.5,61.5,65.89,"1501"
13.5,61.5,64.95,"1501"
14.5,61.5,71.07,"1501"
15.5,61.5,80.65,"1501"
16.5,61.5,81.3,"1501"
17.5,61.5,-20.99,"1501"
21.5,61.5,163.08,"1501"
22.5,61.5,91.57,"1501"
23.5,61.5,51.71,"1501"
24.5,61.5,75.02,"1501"
25.5,61.5,72.57,"1501"
26.5,61.5,62.52,"1501"
27.5,61.5,75.47,"1501"
28.5,61.5,70.16,"1501"
29.5,61.5,78.56,"1501"
30.5,61.5,48.96,"1501"
31.5,61.5,42.81,"1501"
32.5,61.5,67.43,"1501"
33.5,61.5,71.98,"1501"
34.5,61.5,66.28,"1501"
35.5,61.5,33.1,"1501"
36.5,61.5,54.63,"1501"
37.5,61.5,72.65,"1501"
38.5,61.5,75.93,"1501"
39.5,61.5,78.76,"1501"
40.5,61.5,77.56,"1501"
41.5,61.5,75.88,"1501"
42.5,61.5,73.51,"1501"
43.5,61.5,74.72,"1501"
44.5,61.5,73.19,"1501"
45.5,61.5,55.97,"1501"
46.5,61.5,52.52,"1501"
47.5,61.5,51.34,"1501"
48.5,61.5,52.9,"1501"
49.5,61.5,52.16,"1501"
50.5,61.5,51.13,"1501"
51.5,61.5,52.44,"1501"
52.5,61.5,49.92,"1501"
53.5,61.5,48.43,"1501"
54.5,61.5,48.51,"1501"
55.5,61.5,47.24,"1501"
56.5,61.5,45.17,"1501"
57.5,61.5,42.51,"1501"
58.5,61.5,40.69,"1501"
59.5,61.5,38.23,"1501"
60.5,61.5,40.28,"1501"
61.5,61.5,55.45,"1501"
62.5,61.5,51.06,"1501"
63.5,61.5,35.39,"1501"
64.5,61.5,47.29,"1501"
65.5,61.5,44.87,"1501"
66.5,61.5,44.37,"1501"
67.5,61.5,43.75,"1501"
68.5,61.5,44.9,"1501"
69.5,61.5,44.09,"1501"
70.5,61.5,45.81,"1501"
71.5,61.5,42.95,"1501"
72.5,61.5,38.55,"1501"
73.5,61.5,37.12,"1501"
74.5,61.5,39.98,"1501"
75.5,61.5,40.14,"1501"
76.5,61.5,41.19,"1501"
77.5,61.5,42.89,"1501"
78.5,61.5,44.37,"1501"
79.5,61.5,40.08,"1501"
80.5,61.5,42.8,"1501"
81.5,61.5,39.53,"1501"
82.5,61.5,40.27,"1501"
83.5,61.5,40.43,"1501"
84.5,61.5,41.17,"1501"
85.5,61.5,43.8,"1501"
86.5,61.5,44.3,"1501"
87.5,61.5,44.77,"1501"
88.5,61.5,42.42,"1501"
89.5,61.5,44.76,"1501"
90.5,61.5,45.28,"1501"
91.5,61.5,42.96,"1501"
92.5,61.5,42.15,"1501"
93.5,61.5,42.05,"1501"
94.5,61.5,38.33,"1501"
95.5,61.5,39.22,"1501"
96.5,61.5,38.65,"1501"
97.5,61.5,38.76,"1501"
98.5,61.5,37.14,"1501"
99.5,61.5,37.24,"1501"
100.5,61.5,36.24,"1501"
101.5,61.5,35.63,"1501"
102.5,61.5,34.42,"1501"
103.5,61.5,35.33,"1501"
104.5,61.5,33.69,"1501"
105.5,61.5,33.87,"1501"
106.5,61.5,32.77,"1501"
107.5,61.5,33.35,"1501"
108.5,61.5,36.18,"1501"
109.5,61.5,35.83,"1501"
110.5,61.5,36.8,"1501"
111.5,61.5,38.04,"1501"
112.5,61.5,33.43,"1501"
113.5,61.5,36.08,"1501"
114.5,61.5,37.64,"1501"
115.5,61.5,27.61,"1501"
116.5,61.5,37.32,"1501"
117.5,61.5,36.72,"1501"
118.5,61.5,35.31,"1501"
119.5,61.5,33.99,"1501"
120.5,61.5,25.33,"1501"
121.5,61.5,25.49,"1501"
122.5,61.5,24.72,"1501"
123.5,61.5,23.25,"1501"
124.5,61.5,22.06,"1501"
125.5,61.5,30.64,"1501"
126.5,61.5,28.89,"1501"
127.5,61.5,28.29,"1501"
128.5,61.5,29.3,"1501"
129.5,61.5,27.21,"1501"
130.5,61.5,25,"1501"
131.5,61.5,26.23,"1501"
132.5,61.5,25.59,"1501"
133.5,61.5,23.27,"1501"
134.5,61.5,20.75,"1501"
135.5,61.5,24.47,"1501"
136.5,61.5,26.09,"1501"
137.5,61.5,2.04,"1501"
138.5,61.5,1.17,"1501"
139.5,61.5,1.02,"1501"
140.5,61.5,1.04,"1501"
141.5,61.5,0.59,"1501"
