lng,lat,bio_flux_opt,yymm
-85.5,82.5,0.01,"1501"
-71.5,82.5,0.04,"1501"
-70.5,82.5,0.56,"1501"
-69.5,82.5,0.63,"1501"
-68.5,82.5,1.18,"1501"
-67.5,82.5,1.37,"1501"
-66.5,82.5,0.98,"1501"
-65.5,82.5,0.11,"1501"
-92.5,81.5,0.07,"1501"
-90.5,81.5,0.08,"1501"
-89.5,81.5,0.49,"1501"
-88.5,81.5,0.19,"1501"
-87.5,81.5,0.65,"1501"
-86.5,81.5,0.54,"1501"
-85.5,81.5,0.97,"1501"
-84.5,81.5,0.49,"1501"
-82.5,81.5,0.41,"1501"
-81.5,81.5,0.51,"1501"
-80.5,81.5,0.33,"1501"
-79.5,81.5,0.18,"1501"
-78.5,81.5,0.41,"1501"
-77.5,81.5,0.05,"1501"
-76.5,81.5,0.03,"1501"
-75.5,81.5,0.06,"1501"
-74.5,81.5,0.06,"1501"
-71.5,81.5,0.07,"1501"
-70.5,81.5,0.35,"1501"
-69.5,81.5,0.5,"1501"
-68.5,81.5,0.42,"1501"
-67.5,81.5,0.31,"1501"
-65.5,81.5,0.02,"1501"
-96.5,80.5,0.05,"1501"
-95.5,80.5,0.1,"1501"
-94.5,80.5,0.01,"1501"
-93.5,80.5,0.1,"1501"
-92.5,80.5,0.56,"1501"
-91.5,80.5,1.02,"1501"
-90.5,80.5,1.14,"1501"
-89.5,80.5,1.19,"1501"
-88.5,80.5,1,"1501"
-87.5,80.5,2.62,"1501"
-86.5,80.5,1.46,"1501"
-85.5,80.5,2.36,"1501"
-84.5,80.5,3.24,"1501"
-83.5,80.5,2.91,"1501"
-82.5,80.5,3.57,"1501"
-81.5,80.5,2.54,"1501"
-80.5,80.5,0.87,"1501"
-79.5,80.5,0.3,"1501"
-78.5,80.5,0.04,"1501"
-77.5,80.5,0.04,"1501"
-70.5,80.5,0.02,"1501"
94.5,80.5,0.06,"1501"
-96.5,79.5,0.07,"1501"
-95.5,79.5,0.16,"1501"
-94.5,79.5,0.41,"1501"
-93.5,79.5,0.49,"1501"
-92.5,79.5,1.01,"1501"
-91.5,79.5,0.7,"1501"
-90.5,79.5,0.48,"1501"
-89.5,79.5,0.25,"1501"
-88.5,79.5,0.93,"1501"
-87.5,79.5,1.43,"1501"
-86.5,79.5,0.57,"1501"
-85.5,79.5,1.2,"1501"
-84.5,79.5,2.16,"1501"
-83.5,79.5,3.55,"1501"
-82.5,79.5,2.27,"1501"
-81.5,79.5,1.38,"1501"
-80.5,79.5,0.34,"1501"
-78.5,79.5,0.02,"1501"
-75.5,79.5,0.01,"1501"
-68.5,79.5,-0.06,"1501"
-67.5,79.5,-0.01,"1501"
10.5,79.5,0.02,"1501"
11.5,79.5,0.01,"1501"
12.5,79.5,0.39,"1501"
13.5,79.5,0.74,"1501"
14.5,79.5,0.04,"1501"
15.5,79.5,0.09,"1501"
16.5,79.5,0.14,"1501"
17.5,79.5,0.01,"1501"
92.5,79.5,0.04,"1501"
93.5,79.5,0.3,"1501"
94.5,79.5,0.55,"1501"
95.5,79.5,0.14,"1501"
96.5,79.5,0.29,"1501"
97.5,79.5,0.29,"1501"
102.5,79.5,0.05,"1501"
103.5,79.5,0.03,"1501"
-111.5,78.5,0.03,"1501"
-110.5,78.5,0.21,"1501"
-109.5,78.5,0.2,"1501"
-103.5,78.5,0.02,"1501"
-102.5,78.5,0.03,"1501"
-101.5,78.5,0.15,"1501"
-100.5,78.5,0.06,"1501"
-99.5,78.5,0.01,"1501"
-97.5,78.5,0.41,"1501"
-96.5,78.5,0.3,"1501"
-95.5,78.5,0.2,"1501"
-93.5,78.5,0.13,"1501"
-92.5,78.5,0.7,"1501"
-91.5,78.5,0.42,"1501"
-90.5,78.5,1.01,"1501"
-89.5,78.5,0.38,"1501"
-88.5,78.5,0.31,"1501"
-87.5,78.5,1,"1501"
-86.5,78.5,2.37,"1501"
-85.5,78.5,0.99,"1501"
-84.5,78.5,0.51,"1501"
-83.5,78.5,0.53,"1501"
-82.5,78.5,1.14,"1501"
-81.5,78.5,0.4,"1501"
-72.5,78.5,-0.15,"1501"
-71.5,78.5,-0.38,"1501"
-70.5,78.5,1.13,"1501"
-69.5,78.5,0.39,"1501"
-68.5,78.5,0.84,"1501"
-67.5,78.5,0.62,"1501"
10.5,78.5,0.3,"1501"
11.5,78.5,0.69,"1501"
12.5,78.5,1.1,"1501"
13.5,78.5,1.93,"1501"
14.5,78.5,3.33,"1501"
15.5,78.5,5.05,"1501"
16.5,78.5,2.87,"1501"
17.5,78.5,1.44,"1501"
18.5,78.5,0.25,"1501"
19.5,78.5,0.06,"1501"
20.5,78.5,1.42,"1501"
21.5,78.5,0.85,"1501"
22.5,78.5,1.59,"1501"
23.5,78.5,0.14,"1501"
96.5,78.5,0.04,"1501"
97.5,78.5,0.37,"1501"
98.5,78.5,0.03,"1501"
99.5,78.5,0.28,"1501"
100.5,78.5,0.59,"1501"
102.5,78.5,0.04,"1501"
103.5,78.5,0.01,"1501"
104.5,78.5,0.04,"1501"
-116.5,77.5,0.02,"1501"
-113.5,77.5,0.2,"1501"
-112.5,77.5,0.3,"1501"
-105.5,77.5,0.12,"1501"
-101.5,77.5,0.01,"1501"
-100.5,77.5,0.03,"1501"
-99.5,77.5,0.11,"1501"
-97.5,77.5,0.04,"1501"
-96.5,77.5,0.37,"1501"
-95.5,77.5,1.02,"1501"
-94.5,77.5,1.02,"1501"
-93.5,77.5,0.08,"1501"
-91.5,77.5,0.59,"1501"
-90.5,77.5,1.49,"1501"
-89.5,77.5,0.64,"1501"
-88.5,77.5,0.51,"1501"
-87.5,77.5,1.64,"1501"
-86.5,77.5,0.25,"1501"
-85.5,77.5,0.16,"1501"
-84.5,77.5,1.19,"1501"
-83.5,77.5,0.63,"1501"
-82.5,77.5,0.22,"1501"
-81.5,77.5,0.1,"1501"
-72.5,77.5,-0.08,"1501"
-71.5,77.5,-0.1,"1501"
-70.5,77.5,-0.45,"1501"
-69.5,77.5,-0.41,"1501"
-68.5,77.5,0.02,"1501"
-67.5,77.5,0.36,"1501"
-66.5,77.5,0.42,"1501"
13.5,77.5,1.58,"1501"
14.5,77.5,1.8,"1501"
15.5,77.5,1.7,"1501"
16.5,77.5,0.49,"1501"
17.5,77.5,0.02,"1501"
20.5,77.5,0.3,"1501"
21.5,77.5,1.59,"1501"
22.5,77.5,1.41,"1501"
23.5,77.5,0.05,"1501"
95.5,77.5,0.04,"1501"
96.5,77.5,0.01,"1501"
99.5,77.5,0.04,"1501"
101.5,77.5,1.86,"1501"
102.5,77.5,3.34,"1501"
103.5,77.5,2.41,"1501"
104.5,77.5,1.78,"1501"
105.5,77.5,1.27,"1501"
106.5,77.5,0.21,"1501"
107.5,77.5,0.06,"1501"
-121.5,76.5,0.01,"1501"
-120.5,76.5,0.35,"1501"
-119.5,76.5,0.78,"1501"
-118.5,76.5,0.54,"1501"
-117.5,76.5,1.31,"1501"
-116.5,76.5,0.59,"1501"
-115.5,76.5,0.23,"1501"
-114.5,76.5,0.37,"1501"
-113.5,76.5,1.01,"1501"
-112.5,76.5,0.27,"1501"
-110.5,76.5,0.01,"1501"
-109.5,76.5,0.88,"1501"
-108.5,76.5,0.9,"1501"
-107.5,76.5,0.04,"1501"
-104.5,76.5,0.33,"1501"
-103.5,76.5,1.16,"1501"
-102.5,76.5,0.1,"1501"
-101.5,76.5,0.58,"1501"
-100.5,76.5,0.57,"1501"
-99.5,76.5,0.3,"1501"
-98.5,76.5,0.32,"1501"
-97.5,76.5,0.18,"1501"
-94.5,76.5,0.07,"1501"
-93.5,76.5,0.41,"1501"
-92.5,76.5,0.06,"1501"
-91.5,76.5,0.03,"1501"
-89.5,76.5,0.05,"1501"
-88.5,76.5,0.07,"1501"
-87.5,76.5,0.1,"1501"
-86.5,76.5,0.04,"1501"
-71.5,76.5,-0.02,"1501"
-70.5,76.5,-0.17,"1501"
-69.5,76.5,-0.06,"1501"
-68.5,76.5,0.2,"1501"
-18.5,76.5,0.03,"1501"
15.5,76.5,0.98,"1501"
16.5,76.5,0.2,"1501"
92.5,76.5,0.25,"1501"
93.5,76.5,0.4,"1501"
94.5,76.5,2.33,"1501"
95.5,76.5,2.92,"1501"
96.5,76.5,2.59,"1501"
97.5,76.5,0.71,"1501"
98.5,76.5,2.49,"1501"
99.5,76.5,4.87,"1501"
100.5,76.5,0.54,"1501"
101.5,76.5,1.02,"1501"
102.5,76.5,0.62,"1501"
103.5,76.5,-0.21,"1501"
104.5,76.5,-0.22,"1501"
105.5,76.5,-0.26,"1501"
106.5,76.5,-0.31,"1501"
107.5,76.5,-0.29,"1501"
108.5,76.5,2.72,"1501"
109.5,76.5,4.4,"1501"
110.5,76.5,5.55,"1501"
111.5,76.5,0.28,"1501"
112.5,76.5,4.7,"1501"
113.5,76.5,1.63,"1501"
137.5,76.5,0.22,"1501"
138.5,76.5,1,"1501"
139.5,76.5,0.28,"1501"
141.5,76.5,0.21,"1501"
142.5,76.5,0.24,"1501"
-119.5,75.5,0.41,"1501"
-118.5,75.5,1.93,"1501"
-117.5,75.5,0.45,"1501"
-116.5,75.5,1.12,"1501"
-115.5,75.5,0.96,"1501"
-114.5,75.5,0.19,"1501"
-113.5,75.5,0.07,"1501"
-112.5,75.5,0.08,"1501"
-111.5,75.5,1.79,"1501"
-110.5,75.5,0.19,"1501"
-109.5,75.5,0.22,"1501"
-108.5,75.5,0.41,"1501"
-107.5,75.5,0.36,"1501"
-106.5,75.5,0.31,"1501"
-105.5,75.5,0.46,"1501"
-104.5,75.5,0.58,"1501"
-103.5,75.5,0.24,"1501"
-102.5,75.5,0.62,"1501"
-101.5,75.5,0.45,"1501"
-100.5,75.5,0.39,"1501"
-99.5,75.5,0.78,"1501"
-98.5,75.5,0.51,"1501"
-97.5,75.5,0.79,"1501"
-96.5,75.5,0.13,"1501"
-95.5,75.5,0.1,"1501"
-94.5,75.5,0.02,"1501"
-92.5,75.5,0.05,"1501"
-91.5,75.5,0.05,"1501"
-89.5,75.5,0.03,"1501"
-86.5,75.5,0.02,"1501"
-85.5,75.5,0.01,"1501"
-84.5,75.5,0.06,"1501"
-83.5,75.5,0.06,"1501"
-80.5,75.5,0.02,"1501"
-79.5,75.5,-0.2,"1501"
-20.5,75.5,1.83,"1501"
-19.5,75.5,5.62,"1501"
-18.5,75.5,2.4,"1501"
55.5,75.5,0.14,"1501"
56.5,75.5,0.6,"1501"
57.5,75.5,0.05,"1501"
59.5,75.5,0.02,"1501"
60.5,75.5,0.05,"1501"
61.5,75.5,0.03,"1501"
81.5,75.5,0.08,"1501"
86.5,75.5,0.38,"1501"
87.5,75.5,3.36,"1501"
88.5,75.5,4.23,"1501"
90.5,75.5,0.63,"1501"
91.5,75.5,0.4,"1501"
92.5,75.5,0.45,"1501"
93.5,75.5,6.44,"1501"
94.5,75.5,0.22,"1501"
95.5,75.5,0.72,"1501"
96.5,75.5,0.71,"1501"
97.5,75.5,0.56,"1501"
98.5,75.5,0.56,"1501"
99.5,75.5,0.08,"1501"
100.5,75.5,-0.13,"1501"
101.5,75.5,-0.48,"1501"
102.5,75.5,5,"1501"
103.5,75.5,4.51,"1501"
104.5,75.5,-0.55,"1501"
105.5,75.5,-0.3,"1501"
106.5,75.5,-0.37,"1501"
107.5,75.5,-0.39,"1501"
108.5,75.5,6.19,"1501"
109.5,75.5,5.39,"1501"
110.5,75.5,4.46,"1501"
111.5,75.5,7.19,"1501"
112.5,75.5,-0.25,"1501"
113.5,75.5,7.51,"1501"
135.5,75.5,0.66,"1501"
136.5,75.5,0.57,"1501"
137.5,75.5,7.46,"1501"
138.5,75.5,7.24,"1501"
139.5,75.5,9.71,"1501"
140.5,75.5,6.25,"1501"
141.5,75.5,0.19,"1501"
142.5,75.5,4.13,"1501"
143.5,75.5,8.02,"1501"
144.5,75.5,6.66,"1501"
145.5,75.5,0.04,"1501"
146.5,75.5,1.68,"1501"
147.5,75.5,2.65,"1501"
148.5,75.5,2.36,"1501"
149.5,75.5,2.6,"1501"
150.5,75.5,1.43,"1501"
-124.5,74.5,1.72,"1501"
-123.5,74.5,1.14,"1501"
-122.5,74.5,0.87,"1501"
-121.5,74.5,1.59,"1501"
-120.5,74.5,0.82,"1501"
-119.5,74.5,2.06,"1501"
-118.5,74.5,1.51,"1501"
-117.5,74.5,0.09,"1501"
-116.5,74.5,0.18,"1501"
-115.5,74.5,0.04,"1501"
-114.5,74.5,0.38,"1501"
-113.5,74.5,1.81,"1501"
-112.5,74.5,0.62,"1501"
-111.5,74.5,0.61,"1501"
-110.5,74.5,0.72,"1501"
-109.5,74.5,0.11,"1501"
-108.5,74.5,0.05,"1501"
-107.5,74.5,0.01,"1501"
-106.5,74.5,0.01,"1501"
-99.5,74.5,0.14,"1501"
-98.5,74.5,0.08,"1501"
-97.5,74.5,0.01,"1501"
-96.5,74.5,0.16,"1501"
-94.5,74.5,0.01,"1501"
-89.5,74.5,0.01,"1501"
-88.5,74.5,0.01,"1501"
-87.5,74.5,0.01,"1501"
-83.5,74.5,0.05,"1501"
-82.5,74.5,0.02,"1501"
-80.5,74.5,-0.19,"1501"
-79.5,74.5,-0.22,"1501"
-57.5,74.5,-0.03,"1501"
-56.5,74.5,0.02,"1501"
-22.5,74.5,0.38,"1501"
-21.5,74.5,2.87,"1501"
-20.5,74.5,-2.47,"1501"
-19.5,74.5,-0.25,"1501"
-18.5,74.5,-0.16,"1501"
18.5,74.5,0.07,"1501"
19.5,74.5,0.03,"1501"
54.5,74.5,0.83,"1501"
55.5,74.5,1.85,"1501"
56.5,74.5,0.47,"1501"
57.5,74.5,0.31,"1501"
58.5,74.5,0.89,"1501"
59.5,74.5,0.85,"1501"
60.5,74.5,0.01,"1501"
79.5,74.5,0.01,"1501"
82.5,74.5,0.56,"1501"
83.5,74.5,0.4,"1501"
84.5,74.5,1.4,"1501"
85.5,74.5,4.11,"1501"
86.5,74.5,9.07,"1501"
87.5,74.5,-0.11,"1501"
88.5,74.5,-0.43,"1501"
89.5,74.5,12.49,"1501"
90.5,74.5,11.92,"1501"
91.5,74.5,9.62,"1501"
92.5,74.5,7.39,"1501"
93.5,74.5,-0.87,"1501"
94.5,74.5,-1,"1501"
95.5,74.5,-0.95,"1501"
96.5,74.5,6.86,"1501"
97.5,74.5,9.37,"1501"
98.5,74.5,-0.61,"1501"
99.5,74.5,-0.7,"1501"
100.5,74.5,-0.52,"1501"
101.5,74.5,8.57,"1501"
102.5,74.5,-0.36,"1501"
103.5,74.5,-0.64,"1501"
104.5,74.5,-0.64,"1501"
105.5,74.5,-0.91,"1501"
106.5,74.5,-1.07,"1501"
107.5,74.5,13.15,"1501"
108.5,74.5,-1.01,"1501"
109.5,74.5,16.64,"1501"
110.5,74.5,-0.41,"1501"
111.5,74.5,-0.6,"1501"
112.5,74.5,7.72,"1501"
113.5,74.5,1.79,"1501"
135.5,74.5,0.85,"1501"
136.5,74.5,0.45,"1501"
137.5,74.5,0.5,"1501"
138.5,74.5,3.86,"1501"
139.5,74.5,2.5,"1501"
140.5,74.5,3.76,"1501"
141.5,74.5,0.32,"1501"
142.5,74.5,0.17,"1501"
147.5,74.5,0.09,"1501"
148.5,74.5,2.17,"1501"
149.5,74.5,1.55,"1501"
150.5,74.5,0.26,"1501"
-124.5,73.5,3.03,"1501"
-123.5,73.5,2.52,"1501"
-122.5,73.5,2.35,"1501"
-121.5,73.5,1.96,"1501"
-120.5,73.5,2.18,"1501"
-119.5,73.5,1.91,"1501"
-118.5,73.5,1.1,"1501"
-117.5,73.5,1.02,"1501"
-116.5,73.5,1.05,"1501"
-115.5,73.5,1.14,"1501"
-114.5,73.5,0.11,"1501"
-113.5,73.5,0.02,"1501"
-106.5,73.5,0.02,"1501"
-104.5,73.5,0.01,"1501"
-101.5,73.5,0.04,"1501"
-100.5,73.5,1.06,"1501"
-99.5,73.5,0.55,"1501"
-98.5,73.5,0.79,"1501"
-97.5,73.5,1.71,"1501"
-96.5,73.5,0.27,"1501"
-95.5,73.5,0.11,"1501"
-94.5,73.5,0.05,"1501"
-93.5,73.5,0.11,"1501"
-85.5,73.5,0.38,"1501"
-84.5,73.5,0.84,"1501"
-83.5,73.5,0.21,"1501"
-82.5,73.5,0.25,"1501"
-81.5,73.5,-1.09,"1501"
-80.5,73.5,1.47,"1501"
-79.5,73.5,0.63,"1501"
-78.5,73.5,0.27,"1501"
-77.5,73.5,0.16,"1501"
-76.5,73.5,-0.2,"1501"
-55.5,73.5,0.76,"1501"
-54.5,73.5,0.11,"1501"
-23.5,73.5,0.71,"1501"
-22.5,73.5,4.43,"1501"
-21.5,73.5,-4.15,"1501"
-20.5,73.5,-1.53,"1501"
53.5,73.5,4.34,"1501"
54.5,73.5,4.81,"1501"
55.5,73.5,1.61,"1501"
56.5,73.5,1.62,"1501"
57.5,73.5,0.89,"1501"
69.5,73.5,0.55,"1501"
70.5,73.5,4.12,"1501"
71.5,73.5,2.82,"1501"
74.5,73.5,0.94,"1501"
75.5,73.5,0.11,"1501"
76.5,73.5,0.28,"1501"
78.5,73.5,0.15,"1501"
79.5,73.5,0.8,"1501"
80.5,73.5,3.57,"1501"
81.5,73.5,-0.89,"1501"
82.5,73.5,-0.79,"1501"
83.5,73.5,-0.97,"1501"
84.5,73.5,-1.21,"1501"
85.5,73.5,-1.08,"1501"
86.5,73.5,-1.3,"1501"
87.5,73.5,-1.52,"1501"
88.5,73.5,-1.76,"1501"
89.5,73.5,-1.89,"1501"
90.5,73.5,-1.82,"1501"
91.5,73.5,-1.88,"1501"
92.5,73.5,-1.97,"1501"
93.5,73.5,12.38,"1501"
94.5,73.5,14.5,"1501"
95.5,73.5,-1.66,"1501"
96.5,73.5,-1.41,"1501"
97.5,73.5,-1.62,"1501"
98.5,73.5,-1.69,"1501"
99.5,73.5,-1.89,"1501"
100.5,73.5,-1.83,"1501"
101.5,73.5,-1.54,"1501"
102.5,73.5,-1.56,"1501"
103.5,73.5,-1.54,"1501"
104.5,73.5,-1.65,"1501"
105.5,73.5,-1.7,"1501"
106.5,73.5,-1.23,"1501"
107.5,73.5,-1.18,"1501"
108.5,73.5,13.33,"1501"
109.5,73.5,-1.35,"1501"
110.5,73.5,-1.88,"1501"
111.5,73.5,-1.66,"1501"
112.5,73.5,-1.46,"1501"
113.5,73.5,13.99,"1501"
114.5,73.5,-1.78,"1501"
115.5,73.5,-1.57,"1501"
116.5,73.5,-1.63,"1501"
117.5,73.5,-1.81,"1501"
118.5,73.5,7.53,"1501"
119.5,73.5,4.27,"1501"
120.5,73.5,2.16,"1501"
122.5,73.5,1.98,"1501"
123.5,73.5,4.44,"1501"
124.5,73.5,-1.19,"1501"
125.5,73.5,-1.12,"1501"
126.5,73.5,-0.87,"1501"
127.5,73.5,-0.86,"1501"
128.5,73.5,4.76,"1501"
129.5,73.5,1.29,"1501"
135.5,73.5,0.02,"1501"
136.5,73.5,0.02,"1501"
139.5,73.5,0.17,"1501"
140.5,73.5,4.65,"1501"
141.5,73.5,8.99,"1501"
142.5,73.5,10.77,"1501"
143.5,73.5,2.94,"1501"
-125.5,72.5,2.91,"1501"
-124.5,72.5,2.83,"1501"
-123.5,72.5,3.04,"1501"
-122.5,72.5,2.28,"1501"
-121.5,72.5,1.77,"1501"
-120.5,72.5,1.25,"1501"
-119.5,72.5,0.61,"1501"
-118.5,72.5,1.79,"1501"
-117.5,72.5,1.06,"1501"
-116.5,72.5,1.19,"1501"
-115.5,72.5,1.02,"1501"
-114.5,72.5,0.85,"1501"
-113.5,72.5,0.26,"1501"
-112.5,72.5,0.22,"1501"
-111.5,72.5,0.31,"1501"
-110.5,72.5,0.03,"1501"
-109.5,72.5,0.13,"1501"
-108.5,72.5,0.45,"1501"
-107.5,72.5,0.06,"1501"
-106.5,72.5,0.01,"1501"
-105.5,72.5,0.23,"1501"
-101.5,72.5,0.19,"1501"
-100.5,72.5,0.21,"1501"
-99.5,72.5,0.28,"1501"
-98.5,72.5,0.47,"1501"
-97.5,72.5,0.91,"1501"
-96.5,72.5,1.27,"1501"
-95.5,72.5,0.67,"1501"
-94.5,72.5,0.45,"1501"
-93.5,72.5,0.94,"1501"
-92.5,72.5,0.16,"1501"
-89.5,72.5,0.01,"1501"
-85.5,72.5,0.44,"1501"
-84.5,72.5,0.42,"1501"
-83.5,72.5,0.6,"1501"
-82.5,72.5,0.23,"1501"
-81.5,72.5,0.37,"1501"
-80.5,72.5,2.35,"1501"
-79.5,72.5,5.6,"1501"
-78.5,72.5,-2.19,"1501"
-77.5,72.5,0.39,"1501"
-76.5,72.5,0.09,"1501"
-75.5,72.5,0.14,"1501"
-74.5,72.5,-0.11,"1501"
-56.5,72.5,-0.06,"1501"
-55.5,72.5,-3.52,"1501"
-54.5,72.5,10.35,"1501"
-53.5,72.5,2.28,"1501"
-24.5,72.5,1.06,"1501"
-23.5,72.5,5.7,"1501"
-22.5,72.5,1.71,"1501"
51.5,72.5,1.9,"1501"
52.5,72.5,7.36,"1501"
53.5,72.5,3.29,"1501"
54.5,72.5,2.09,"1501"
55.5,72.5,2.41,"1501"
56.5,72.5,0.11,"1501"
68.5,72.5,3.91,"1501"
69.5,72.5,-1.27,"1501"
70.5,72.5,-1.24,"1501"
71.5,72.5,-1.24,"1501"
72.5,72.5,8.98,"1501"
74.5,72.5,3.55,"1501"
75.5,72.5,6.2,"1501"
76.5,72.5,2.76,"1501"
77.5,72.5,8.43,"1501"
78.5,72.5,-1.12,"1501"
79.5,72.5,-1.04,"1501"
80.5,72.5,6.6,"1501"
81.5,72.5,9.62,"1501"
82.5,72.5,11.62,"1501"
83.5,72.5,12.89,"1501"
84.5,72.5,12.8,"1501"
85.5,72.5,12.86,"1501"
86.5,72.5,-2.77,"1501"
87.5,72.5,-3.04,"1501"
88.5,72.5,-3.15,"1501"
89.5,72.5,-3.62,"1501"
90.5,72.5,-3.4,"1501"
91.5,72.5,-3.7,"1501"
92.5,72.5,-3.81,"1501"
93.5,72.5,-3.87,"1501"
94.5,72.5,-3.8,"1501"
95.5,72.5,-3.46,"1501"
96.5,72.5,-3.39,"1501"
97.5,72.5,-2.96,"1501"
98.5,72.5,-2.88,"1501"
99.5,72.5,-2.53,"1501"
100.5,72.5,-2.91,"1501"
101.5,72.5,-2.95,"1501"
102.5,72.5,-3.05,"1501"
103.5,72.5,-3.23,"1501"
104.5,72.5,-3.17,"1501"
105.5,72.5,-2.81,"1501"
106.5,72.5,-2.73,"1501"
107.5,72.5,-2.45,"1501"
108.5,72.5,-2.48,"1501"
109.5,72.5,-2.25,"1501"
110.5,72.5,-2.42,"1501"
111.5,72.5,-2.53,"1501"
112.5,72.5,-2.69,"1501"
113.5,72.5,-3.08,"1501"
114.5,72.5,-3.09,"1501"
115.5,72.5,-3.16,"1501"
116.5,72.5,-3.17,"1501"
117.5,72.5,-3.29,"1501"
118.5,72.5,-3.38,"1501"
119.5,72.5,-2.85,"1501"
120.5,72.5,-2.87,"1501"
121.5,72.5,-2.14,"1501"
122.5,72.5,-1.97,"1501"
123.5,72.5,-1.7,"1501"
124.5,72.5,-1.62,"1501"
125.5,72.5,-1.12,"1501"
126.5,72.5,-0.93,"1501"
127.5,72.5,-0.68,"1501"
128.5,72.5,9.22,"1501"
129.5,72.5,4.08,"1501"
139.5,72.5,4.39,"1501"
140.5,72.5,0.58,"1501"
141.5,72.5,1.43,"1501"
142.5,72.5,1.61,"1501"
143.5,72.5,1.93,"1501"
144.5,72.5,9.38,"1501"
145.5,72.5,7.49,"1501"
146.5,72.5,4.53,"1501"
147.5,72.5,1.32,"1501"
148.5,72.5,1.17,"1501"
149.5,72.5,2.52,"1501"
-179.5,71.5,0.38,"1501"
-178.5,71.5,0.35,"1501"
-157.5,71.5,1.23,"1501"
-156.5,71.5,7.82,"1501"
-155.5,71.5,1.69,"1501"
-154.5,71.5,0.31,"1501"
-126.5,71.5,0.02,"1501"
-125.5,71.5,0.61,"1501"
-124.5,71.5,2.13,"1501"
-123.5,71.5,1.75,"1501"
-122.5,71.5,1.53,"1501"
-121.5,71.5,1.83,"1501"
-120.5,71.5,0.3,"1501"
-119.5,71.5,0.9,"1501"
-118.5,71.5,0.89,"1501"
-117.5,71.5,1.33,"1501"
-116.5,71.5,3.52,"1501"
-115.5,71.5,1.13,"1501"
-114.5,71.5,0.6,"1501"
-113.5,71.5,0.61,"1501"
-112.5,71.5,0.59,"1501"
-111.5,71.5,0.66,"1501"
-110.5,71.5,0.47,"1501"
-109.5,71.5,0.44,"1501"
-108.5,71.5,0.71,"1501"
-107.5,71.5,0.56,"1501"
-106.5,71.5,0.44,"1501"
-105.5,71.5,0.56,"1501"
-104.5,71.5,1.4,"1501"
-100.5,71.5,0.06,"1501"
-99.5,71.5,0.48,"1501"
-98.5,71.5,0.08,"1501"
-97.5,71.5,0.15,"1501"
-96.5,71.5,0.59,"1501"
-95.5,71.5,0.75,"1501"
-94.5,71.5,0.69,"1501"
-93.5,71.5,0.58,"1501"
-92.5,71.5,0.12,"1501"
-89.5,71.5,0.18,"1501"
-88.5,71.5,0.15,"1501"
-87.5,71.5,0.15,"1501"
-86.5,71.5,0.35,"1501"
-85.5,71.5,0.78,"1501"
-84.5,71.5,0.92,"1501"
-83.5,71.5,0.76,"1501"
-82.5,71.5,0.51,"1501"
-81.5,71.5,0.28,"1501"
-80.5,71.5,0.89,"1501"
-79.5,71.5,0.98,"1501"
-78.5,71.5,0.77,"1501"
-77.5,71.5,0.54,"1501"
-76.5,71.5,0.26,"1501"
-75.5,71.5,0.31,"1501"
-74.5,71.5,0.21,"1501"
-73.5,71.5,0.47,"1501"
-72.5,71.5,0.17,"1501"
-71.5,71.5,0.67,"1501"
-70.5,71.5,-0.07,"1501"
-55.5,71.5,-3.05,"1501"
-54.5,71.5,-4.73,"1501"
-53.5,71.5,-2.94,"1501"
-52.5,71.5,0.22,"1501"
-51.5,71.5,0.31,"1501"
-25.5,71.5,1.23,"1501"
-24.5,71.5,16.09,"1501"
-23.5,71.5,12.41,"1501"
-22.5,71.5,2.15,"1501"
23.5,71.5,0.68,"1501"
24.5,71.5,1.42,"1501"
25.5,71.5,7.15,"1501"
26.5,71.5,0.09,"1501"
27.5,71.5,4.61,"1501"
28.5,71.5,0.88,"1501"
51.5,71.5,5.33,"1501"
52.5,71.5,13.27,"1501"
53.5,71.5,7.14,"1501"
54.5,71.5,8.07,"1501"
55.5,71.5,11.1,"1501"
56.5,71.5,4.98,"1501"
66.5,71.5,2.72,"1501"
67.5,71.5,-0.99,"1501"
68.5,71.5,-1.71,"1501"
69.5,71.5,-2.18,"1501"
70.5,71.5,-1.89,"1501"
71.5,71.5,-1.59,"1501"
72.5,71.5,6.24,"1501"
73.5,71.5,10.73,"1501"
74.5,71.5,-1.91,"1501"
75.5,71.5,-1.81,"1501"
76.5,71.5,15.12,"1501"
77.5,71.5,16.24,"1501"
78.5,71.5,-3.51,"1501"
79.5,71.5,-3.87,"1501"
80.5,71.5,-3.7,"1501"
81.5,71.5,-3.17,"1501"
82.5,71.5,11.8,"1501"
83.5,71.5,-3.31,"1501"
84.5,71.5,-4.06,"1501"
85.5,71.5,-4.21,"1501"
86.5,71.5,-4.21,"1501"
87.5,71.5,-4.25,"1501"
88.5,71.5,-4.14,"1501"
89.5,71.5,-4.59,"1501"
90.5,71.5,-4.52,"1501"
91.5,71.5,-4.99,"1501"
92.5,71.5,-5.18,"1501"
93.5,71.5,-5.13,"1501"
94.5,71.5,-5.04,"1501"
95.5,71.5,14.77,"1501"
96.5,71.5,-4.31,"1501"
97.5,71.5,19.13,"1501"
98.5,71.5,16.34,"1501"
99.5,71.5,16.87,"1501"
100.5,71.5,16.48,"1501"
101.5,71.5,15.66,"1501"
102.5,71.5,14.55,"1501"
103.5,71.5,11.65,"1501"
