"x","y","bio_flux_opt","ocn_flux_opt","fossil_flux_imp","fire_flux_imp","tot"
-108.5,68.5,3.75978211286228,0,2.01644579648295e-11,0,3.75978211286228
-107.5,68.5,30.3564541983601,0,2.13111436722163e-11,0,30.3564541983601
-106.5,68.5,10.1455711884951,0,8.70235555783464e-10,0,10.1455711884951
-105.5,68.5,10.5222411355486,0,7.26602912652009e-10,0,10.5222411355486
-104.5,68.5,23.1691805707434,0,8.41522669040533e-11,0,23.1691805707434
-103.5,68.5,8.44986560028068,0,1.7400745773338e-10,0,8.44986560028068
-102.5,68.5,4.93330409859019,0,1.27066483233445e-10,0,4.93330409859019
-101.5,68.5,0.615894237020426,0,2.81681921345037e-11,0,0.615894237020426
-100.5,68.5,2.64642266440652,0,8.96347853186616e-11,0,2.64642266440652
-99.5,68.5,2.40003390484136,0,2.861150373128e-10,0,2.40003390484136
-98.5,68.5,17.0992652719344,0,2.50014483579324e-11,0,17.0992652719344
-97.5,68.5,7.71243426636696,0,1.28113475577702e-09,0,7.71243426636696
-96.5,68.5,25.1238325576217,0,1.46857244666892e-09,0,25.1238325576217
-95.5,68.5,6.18264934901654,0,1.4345554949196e-09,0,6.18264934901654
-94.5,68.5,16.4729138611137,0,2.27153588921069e-10,0,16.4729138611137
-93.5,68.5,11.2529921980268,0,2.86495706892433e-10,0,11.2529921980268
-92.5,68.5,9.29291150378707,0,5.10520039022443e-10,0,9.29291150378707
-91.5,68.5,5.44364262628373,0,2.35432563103967e-10,0,5.44364262628373
-90.5,68.5,5.26629578901841,0,1.21308409466559e-10,0,5.26629578901841
-89.5,68.5,6.78029508333136,0,1.15274831480538e-09,0,6.78029508333136
-88.5,68.5,5.12672338377775,0,1.9606010762269e-10,0,5.12672338377775
-87.5,68.5,1.12565801605233,0,1.99736347847221e-10,0,1.12565801605233
-86.5,68.5,7.01715639390316,0,2.50636207785523e-10,0,7.01715639390316
-85.5,68.5,4.24483405357644,0,4.44112108143333e-10,0,4.24483405357644
-84.5,68.5,1.06132978597131,0,7.25792649240116e-10,0,1.06132978597131
-83.5,68.5,1.55571058592289,0,5.54105789007949e-10,0,1.55571058592289
-82.5,68.5,4.58796040742128,0,6.43145900059399e-10,0,4.58796040742128
-81.5,68.5,-2.3294408674862,0,1.57479383696712e-10,0,-2.3294408674862
-80.5,68.5,0,0,1.12900199382224e-09,0,0
-79.5,68.5,-0.299933444405001,0,1.26511443448882e-09,0,-0.299933444405001
-78.5,68.5,-0.502542231476394,0,9.00818282799537e-10,0,-0.502542231476394
-77.5,68.5,-0.977886667508977,0,5.64518809149061e-10,0,-0.977886667508977
-76.5,68.5,-6.11418684779749,0,1.07911936741398e-10,0,-6.11418684779749
-75.5,68.5,-6.7084672732365,0,1.01564494139226e-10,0,-6.7084672732365
-74.5,68.5,-7.13127199240384,0,1.05924700602447e-10,0,-7.13127199240384
-73.5,68.5,7.66420844461463,0,5.96108964634859e-10,0,7.66420844461463
-72.5,68.5,3.91859693102905,0,9.12212879026959e-10,0,3.91859693102905
-71.5,68.5,2.89641106559426,0,1.03640986426036e-09,0,2.89641106559426
-70.5,68.5,1.1023075315298,0,1.01780541472579e-09,0,1.1023075315298
-69.5,68.5,0.231699403765321,0,9.87715938072931e-10,0,0.231699403765321
-68.5,68.5,0.117373519711425,0,1.22322584610214e-09,0,0.117373519711425
-67.5,68.5,-0.0155183735240604,0,1.27431602067617e-10,0,-0.0155183735240604
-66.5,68.5,-0.0405863784360014,0,8.54624303572826e-10,0,-0.0405863784360014
-65.5,68.5,-0.281986357425726,0,9.24056862603331e-10,0,-0.281986357425726
-64.5,68.5,-0.0640037435592911,0,9.21806478261011e-10,0,-0.0640037435592911
-63.5,68.5,0,0,8.72014942793552e-10,0,0
-62.5,68.5,0,0,1.08114831462298e-09,0,0
-61.5,68.5,0,0,1.4637263538336e-09,0,0
-60.5,68.5,0,0,1.33768701172702e-09,0,0
-59.5,68.5,0,0,1.12060182547319e-09,0,0
-58.5,68.5,0,0,1.11886052681529e-09,0,0
-57.5,68.5,0,0,9.30132182211046e-10,0,0
-56.5,68.5,0,0,9.65088930287978e-10,0,0
-55.5,68.5,0,0,9.12149137029271e-10,0,0
-54.5,68.5,0,0,2.97723394030579e-09,0,0
-53.5,68.5,-7.21462529199364,0,1.5563298410105e-09,0,-7.21462529199364
-52.5,68.5,-28.3573374263248,0,1.13175136198555e-09,0,-28.3573374263248
-51.5,68.5,98.6685892048503,0,6.4532070060739e-10,0,98.6685892048503
-50.5,68.5,61.5714451706922,0,4.34763488546612e-10,0,61.5714451706922
-49.5,68.5,0,0,4.27998629675798e-10,0,0
-48.5,68.5,0,0,3.93386095226001e-10,0,0
-47.5,68.5,0,0,3.69480022056467e-10,0,0
-46.5,68.5,0,0,3.4253930356487e-10,0,0
-45.5,68.5,0,0,2.94944762617833e-10,0,0
-44.5,68.5,0,0,2.82420528626119e-10,0,0
-43.5,68.5,0,0,3.03671432838797e-10,0,0
-42.5,68.5,0,0,3.01492364436741e-10,0,0
-41.5,68.5,0,0,3.13535554123524e-10,0,0
-40.5,68.5,0,0,3.04637487166927e-10,0,0
-39.5,68.5,0,0,2.44605870944947e-10,0,0
-38.5,68.5,0,0,2.39715852275255e-10,0,0
-37.5,68.5,0,0,2.35203775934489e-10,0,0
-36.5,68.5,0,0,2.62091613716673e-10,0,0
-35.5,68.5,0,0,2.86028126453419e-10,0,0
-34.5,68.5,0,0,2.79986555644042e-10,0,0
-33.5,68.5,0,0,2.41554806745407e-10,0,0
-32.5,68.5,0,0,2.38920464508285e-10,0,0
-31.5,68.5,0.0790642231732525,0,2.48285146450322e-10,0,0.0790642231732525
-30.5,68.5,0,0,2.89420101747824e-10,0,0
-29.5,68.5,0,0,3.31267151331059e-10,0,0
-28.5,68.5,0,0,2.55220524507633e-10,0,0
-27.5,68.5,0,0,1.16819730425901e-10,0,0
-26.5,68.5,0,0,1.14310422194511e-10,0,0
-25.5,68.5,0,2.05212643685741e-09,2.54843205171614e-10,0,0.776590311752825
-24.5,68.5,0,3.17149520965902e-09,2.08433610123629e-10,0,1.20019527518168
-23.5,68.5,0,6.59234835472676e-09,2.75130781487469e-10,0,2.49475557257596
-22.5,68.5,0,9.46332365092824e-09,2.48988793488203e-10,0,3.58122449586808
-21.5,68.5,0,1.28710901124785e-08,2.01561435701147e-10,0,4.87083237344546
-20.5,68.5,0,2.29088036943623e-08,2.13055795435848e-10,0,8.6694243996649
-19.5,68.5,0,2.90448454789635e-08,1.18456444987585e-10,0,10.9914989642951
-18.5,68.5,0,3.27258570786752e-08,1.61023394689674e-10,0,12.3845115459972
-17.5,68.5,0,3.19185377496454e-08,1.71517234521134e-10,0,12.0789960776738
-16.5,68.5,0,3.14642293669702e-08,1.84827350613915e-10,0,11.9070712478013
-15.5,68.5,0,3.07239878687358e-08,1.91276198009437e-10,0,11.6269401771414
-14.5,68.5,0,3.42827339440576e-08,2.01573540520237e-10,0,12.9736835719176
-13.5,68.5,0,3.41196406463818e-08,2.54376791151627e-10,0,12.9119638490916
-12.5,68.5,0,3.42869795826851e-08,2.76153514772066e-10,0,12.9752902574347
-11.5,68.5,0,3.4566412965609e-08,1.98969075147063e-10,0,13.0810367914013
-10.5,68.5,0,3.48537442492738e-08,2.20815902216202e-10,0,13.1897721437412
-9.5,68.5,0,3.64410326447591e-08,2.25384711104225e-10,0,13.7904528658215
-8.5,68.5,0,3.70676247787605e-08,1.60024254749206e-10,0,14.0275753802759
-7.5,68.5,0,3.79645019277343e-08,2.37516982077278e-10,0,14.3669823935163
-6.5,68.5,0,3.89141067084556e-08,1.91376372588689e-10,0,14.7263432298943
-5.5,68.5,0,3.97294624168031e-08,1.40903329777372e-10,0,15.0348999213156
-4.5,68.5,0,5.35644468876878e-08,1.68257829436932e-10,0,20.2705007646015
-3.5,68.5,0,5.61775286922136e-08,1.15433167611286e-10,0,21.2593745380518
-2.5,68.5,0,5.72025593780219e-08,8.7902168368307e-11,0,21.6472789505436
-1.5,68.5,0,5.85836491634812e-08,1.43370959448614e-10,0,22.1699275202345
-0.5,68.5,0,5.90214785141786e-08,3.6262129892161e-10,0,22.3356161570776
0.5,68.5,0,5.80316731042705e-08,1.08355266529735e-10,0,21.9610421161953
1.5,68.5,0,5.68949193083048e-08,2.24663794435124e-10,0,21.5308581036804
2.5,68.5,0,5.37327239464479e-08,9.30272127853353e-11,0,20.3341821885022
3.5,68.5,0,5.18008354170499e-08,4.9606118042084e-11,0,19.603093748545
4.5,68.5,0,4.77112095510135e-08,1.16450349225256e-10,0,18.0554484528091
5.5,68.5,0,4.62506547468101e-08,8.24218354529942e-13,0,17.5027277771449
6.5,68.5,0,4.41247343921778e-08,1.76696670237897e-10,0,16.6982114855006
7.5,68.5,0,4.29427400619549e-08,1.29583555430153e-10,0,16.2509070071257
8.5,68.5,0,4.28744846382621e-08,1.78813529784112e-10,0,16.2250769706268
9.5,68.5,0,4.23900495143888e-08,1.22285006004681e-10,0,16.0417512178292
10.5,68.5,0,4.15071790173833e-08,2.85012982964077e-10,0,15.7076447699064
11.5,68.5,0,3.87880875494138e-08,1.25010519568778e-09,0,14.6786535474998
12.5,68.5,-0.430846190769845,3.72828588592871e-08,8.27060040193201e-09,0,13.6781806530679
13.5,68.5,-12.0689109528734,3.65966347675692e-08,3.05509914638201e-08,0,1.7804267354874
14.5,68.5,-24.7220301610499,1.05333556181133e-08,3.01580848676976e-08,0,-20.735871327776
15.5,68.5,340.309309146857,0,4.55493273375218e-08,0,340.309309146857
16.5,68.5,460.627254171079,0,1.09358518731296e-07,0,460.627254171079
17.5,68.5,384.83006493037,0,5.85627239715523e-08,0,384.83006493037
18.5,68.5,314.241898736152,0,2.34195191173556e-08,0,314.241898736152
19.5,68.5,396.529878102836,0,5.18369568566856e-09,0,396.529878102836
20.5,68.5,447.228396357078,0,1.40960833459514e-09,0,447.228396357078
21.5,68.5,477.971391405387,0,2.44414417959382e-09,0,477.971391405387
22.5,68.5,498.581817034893,0,4.84025978742925e-09,0,498.581817034893
23.5,68.5,388.469034758209,0,7.13356942537378e-09,0,388.469034758209
24.5,68.5,372.572978892745,0,2.13598902369452e-09,0,372.572978892745
25.5,68.5,410.446846786458,0,1.22062267189836e-09,0,410.446846786458
26.5,68.5,267.958242024587,0,2.38362286895505e-09,0,267.958242024587
27.5,68.5,-3.59004405143128,0,1.59649916785636e-08,0,-3.59004405143128
28.5,68.5,249.948314854699,0,8.53031598065516e-09,0,249.948314854699
29.5,68.5,274.302503202233,0,6.95305185646003e-09,0,274.302503202233
30.5,68.5,273.896959748203,0,3.39222556121771e-09,0,273.896959748203
31.5,68.5,261.741314653531,0,9.69939629623122e-09,0,261.741314653531
32.5,68.5,406.132622884689,0,1.16423556498639e-07,0,406.132622884689
33.5,68.5,255.079976926973,0,2.17655096777429e-07,0,255.079976926973
34.5,68.5,235.570388372426,0,7.60005932459288e-09,0,235.570388372426
35.5,68.5,449.449918327422,0,7.99748410504582e-09,0,449.449918327422
36.5,68.5,403.592385855565,0,7.39462806747973e-10,0,403.592385855565
37.5,68.5,368.11097952695,0,2.78284138873156e-09,0,368.11097952695
38.5,68.5,56.7651822321974,0,9.94156050835363e-10,0,56.7651822321974
39.5,68.5,25.0566859139825,0,7.72243299275654e-09,0,25.0566859139825
40.5,68.5,0.00444420622141958,0,1.88185003688564e-09,0,0.00444420622141958
41.5,68.5,0,0,2.81019920001081e-10,0,0
42.5,68.5,0.000170172142450402,0,8.50722961242378e-10,0,0.000170172142450402
43.5,68.5,25.8905476272978,0,3.98974387654561e-10,0,25.8905476272978
44.5,68.5,306.518829554079,0,8.66607869834111e-10,0,306.518829554079
45.5,68.5,305.636422813814,0,2.47456519819337e-10,0,305.636422813814
46.5,68.5,32.4807088692438,0,2.34774239075047e-10,0,32.4807088692438
47.5,68.5,0.00240612809315143,0,3.24048303129359e-10,0,0.00240612809315143
48.5,68.5,24.2991732036848,0,8.29859304059073e-11,0,24.2991732036848
49.5,68.5,24.9361840915007,0,4.01477336131953e-10,0,24.9361840915007
50.5,68.5,45.0835451348454,0,6.58446826129507e-11,0,45.0835451348454
51.5,68.5,207.314084580848,0,4.78850725742332e-12,0,207.314084580848
52.5,68.5,268.68643507625,0,4.78853487830033e-12,0,268.68643507625
53.5,68.5,292.491238792877,0,5.82996250599202e-10,0,292.491238792877
54.5,68.5,47.4529406915125,0,3.46610341123459e-10,0,47.4529406915125
55.5,68.5,225.888134045746,0,4.81412839343789e-10,0,225.888134045746
56.5,68.5,266.655880041885,0,4.50315485504282e-10,0,266.655880041885
57.5,68.5,277.921786020187,0,4.52160571126147e-10,0,277.921786020187
58.5,68.5,314.978613599898,0,1.43863116405145e-09,0,314.978613599898
59.5,68.5,232.233270816657,0,4.8639987012141e-10,0,232.233270816657
60.5,68.5,283.135835359981,0,3.04235629751611e-10,0,283.135835359981
61.5,68.5,83.9457976086628,0,6.4200523270787e-10,0,83.9457976086628
62.5,68.5,83.3806942329991,0,1.01120900286959e-09,0,83.3806942329991
63.5,68.5,81.2830320674518,0,5.36420378284991e-10,0,81.2830320674518
64.5,68.5,82.1170171903904,0,2.16546079995896e-09,0,82.1170171903904
65.5,68.5,78.0063206653824,0,4.67342510963925e-09,0,78.0063206653824
66.5,68.5,62.595992673509,0,4.61405359494669e-09,0,62.595992673509
67.5,68.5,70.6934185815374,0,1.39999420539242e-09,0,70.6934185815374
68.5,68.5,41.9917716288006,0,1.57867165084345e-10,0,41.9917716288006
69.5,68.5,60.0307143963137,0,6.22614241464517e-10,0,60.0307143963137
70.5,68.5,56.2743807453151,0,6.02233867526465e-10,0,56.2743807453151
71.5,68.5,61.9150591015762,0,8.18842086414739e-10,0,61.9150591015762
72.5,68.5,72.3173167045188,0,7.49258251666e-10,0,72.3173167045188
73.5,68.5,19.6692022580018,0,4.68081169859455e-09,0,19.6692022580018
74.5,68.5,41.2366300141645,0,1.84050593703132e-10,0,41.2366300141645
75.5,68.5,59.5797474424045,0,1.17861220406228e-08,0,59.5797474424045
76.5,68.5,61.1084202938228,0,3.26681334164787e-09,0,61.1084202938228
77.5,68.5,44.8012412118924,0,8.48612347032538e-09,0,44.8012412118924
78.5,68.5,64.8867012152833,0,7.1233655877839e-10,0,64.8867012152833
79.5,68.5,68.2061815655449,0,6.42875777405665e-10,0,68.2061815655449
80.5,68.5,57.0611269295674,0,6.25644106663936e-10,0,57.0611269295674
81.5,68.5,74.7200195508035,0,6.12331980905601e-10,0,74.7200195508035
82.5,68.5,77.6185143260615,0,7.48616503891094e-10,0,77.6185143260615
83.5,68.5,79.593799586914,0,7.9328448395325e-10,0,79.593799586914
84.5,68.5,77.6827849202352,0,7.10009409761692e-10,0,77.6827849202352
85.5,68.5,84.5297833802601,0,1.26301661084281e-09,0,84.5297833802601
86.5,68.5,90.9165885507367,0,4.23021163660768e-09,0,90.9165885507367
87.5,68.5,73.506788783732,0,1.11483309926252e-08,0,73.506788783732
88.5,68.5,68.9974772528122,0,6.6009157973019e-10,0,68.9974772528122
89.5,68.5,59.7671577764321,0,8.66088948239224e-10,0,59.7671577764321
90.5,68.5,48.521075942134,0,6.744769459643e-10,0,48.521075942134
91.5,68.5,45.8562568736763,0,5.37471780020784e-10,0,45.8562568736763
92.5,68.5,36.3039665020474,0,4.12319935253308e-10,0,36.3039665020474
93.5,68.5,28.584037030852,0,3.33196852751119e-10,0,28.584037030852
94.5,68.5,33.5551094547571,0,4.19714726880903e-10,0,33.5551094547571
95.5,68.5,23.8098751062909,0,4.14627944188345e-10,0,23.8098751062909
96.5,68.5,35.9901932677842,0,3.84752349755713e-10,0,35.9901932677842
97.5,68.5,39.0622030607646,0,3.78498379155814e-10,0,39.0622030607646
98.5,68.5,40.4799835080617,0,3.86665209369211e-10,0,40.4799835080617
99.5,68.5,44.0043220562713,0,2.02268517735974e-10,0,44.0043220562713
100.5,68.5,77.5822402471994,0,2.99456059313375e-10,0,77.5822402471994
101.5,68.5,78.8010848487599,0,3.87862547170841e-09,0,78.8010848487599
102.5,68.5,71.207436335521,0,4.14612201603909e-09,0,71.207436335521
103.5,68.5,75.9968957714596,0,3.66015592952208e-09,0,75.9968957714596
104.5,68.5,76.6200543051032,0,2.1252097054878e-09,0,76.6200543051032
105.5,68.5,76.7293478218349,0,1.93121408326058e-09,0,76.7293478218349
106.5,68.5,77.0877225670359,0,1.77099709844951e-09,0,77.0877225670359
107.5,68.5,80.2983756332227,0,8.08178345365716e-10,0,80.2983756332227
108.5,68.5,80.3426106360338,0,6.83317850450324e-11,0,80.3426106360338
109.5,68.5,76.6857633436868,0,4.69395449601842e-11,0,76.6857633436868
110.5,68.5,78.9852825986994,0,3.77503259593578e-11,0,78.9852825986994
111.5,68.5,78.3584538105142,0,5.66830498594657e-12,0,78.3584538105142
112.5,68.5,78.2879367763155,0,3.68818864032746e-09,0,78.2879367763155
113.5,68.5,84.1046321422269,0,2.33060023503154e-09,0,84.1046321422269
114.5,68.5,92.2208031405138,0,4.91064742992215e-11,0,92.2208031405138
115.5,68.5,80.1052737232067,0,9.38245932917886e-11,0,80.1052737232067
116.5,68.5,84.6964944654762,0,2.17018512972328e-10,0,84.6964944654762
117.5,68.5,76.1910232819444,0,1.94785642471232e-09,0,76.1910232819444
118.5,68.5,80.3808527432906,0,8.39999473135452e-11,0,80.3808527432906
119.5,68.5,81.7253125884929,0,1.90416471541327e-11,0,81.7253125884929
120.5,68.5,81.8546547336071,0,3.56838235619366e-11,0,81.8546547336071
121.5,68.5,81.1778061026585,0,6.62826707914639e-11,0,81.1778061026585
122.5,68.5,82.2440559491529,0,4.66102179711586e-10,0,82.2440559491529
123.5,68.5,84.2854855844095,0,2.90696679543518e-09,0,84.2854855844095
124.5,68.5,88.9695927376129,0,3.29355230139153e-10,0,88.9695927376129
125.5,68.5,92.0165422818919,0,1.71892708166454e-10,0,92.0165422818919
126.5,68.5,89.6908111132788,0,2.21541280921761e-10,0,89.6908111132788
127.5,68.5,69.490808471738,0,3.60707942832437e-10,0,69.490808471738
128.5,68.5,23.513446712214,0,7.52094945986901e-11,0,23.513446712214
129.5,68.5,44.1957907027927,0,4.79435683430021e-11,0,44.1957907027927
130.5,68.5,76.5949938812446,0,1.54827016255771e-09,0,76.5949938812446
131.5,68.5,72.9574219691372,0,3.04834844853308e-09,0,72.9574219691372
132.5,68.5,67.2995145825967,0,2.17109516844627e-09,0,67.2995145825967
133.5,68.5,63.2891672878144,0,1.87242005969421e-09,0,63.2891672878144
134.5,68.5,70.4024896697489,0,4.14631843428057e-09,0,70.4024896697489
135.5,68.5,54.3048131524346,0,3.8012744859484e-09,0,54.3048131524346
136.5,68.5,52.5612455297113,0,1.78931514826829e-09,0,52.5612455297113
137.5,68.5,65.0963461343345,0,6.40047320245757e-11,0,65.0963461343345
138.5,68.5,48.0599832553365,0,3.41828525128691e-11,0,48.0599832553365
139.5,68.5,60.6555410919634,0,3.69899132275892e-11,0,60.6555410919634
140.5,68.5,50.0106410463836,0,7.21378134871691e-11,0,50.0106410463836
141.5,68.5,65.0281807267244,0,8.52809065366452e-10,0,65.0281807267244
142.5,68.5,73.823289343533,0,3.43120756289837e-09,0,73.823289343533
143.5,68.5,65.6244522751641,0,7.02114404331024e-09,0,65.6244522751641
144.5,68.5,53.0484900854858,0,2.93289485577313e-09,0,53.0484900854858
145.5,68.5,57.8560522704973,0,4.52528175993231e-09,0,57.8560522704973
146.5,68.5,57.971837251833,0,5.12053223063166e-09,0,57.971837251833
147.5,68.5,72.2148653996814,0,1.85567557333482e-09,0,72.2148653996814
148.5,68.5,70.9228750638806,0,2.40457181730586e-09,0,70.9228750638806
149.5,68.5,71.2342057671295,0,5.07684648567435e-09,0,71.2342057671295
150.5,68.5,55.8482032793891,0,7.56368833757651e-09,0,55.8482032793891
151.5,68.5,56.0867265943084,0,5.6089109017491e-09,0,56.0867265943084
152.5,68.5,54.0157450741827,0,5.76892011549548e-09,0,54.0157450741827
153.5,68.5,58.882479549719,0,7.86579813522729e-09,0,58.882479549719
154.5,68.5,58.2799504547764,0,3.82993096169927e-09,0,58.2799504547764
155.5,68.5,59.2879859120544,0,6.2798587267117e-09,0,59.2879859120544
156.5,68.5,65.7232735399212,0,3.59125536212931e-09,0,65.7232735399212
157.5,68.5,64.9160034583734,0,3.67020273214125e-09,0,64.9160034583734
158.5,68.5,55.6536160625565,0,3.24764166519664e-09,0,55.6536160625565
159.5,68.5,55.0878309328393,0,2.50838703818538e-09,0,55.0878309328393
160.5,68.5,54.1082533811232,0,2.83266646905589e-09,0,54.1082533811232
161.5,68.5,55.8820392038734,0,1.15436898195983e-08,0,55.8820392038734
162.5,68.5,61.1569473953452,0,9.2136476504313e-09,0,61.1569473953452
163.5,68.5,62.55915030342,0,8.85360634664306e-09,0,62.55915030342
164.5,68.5,61.7995528150856,0,5.82032633012893e-09,0,61.7995528150856
165.5,68.5,56.9255821425632,0,2.1620557486685e-09,0,56.9255821425632
166.5,68.5,53.5394360107208,0,1.34094265130482e-08,0,53.5394360107208
167.5,68.5,59.919815990323,0,3.71155377711421e-09,0,59.919815990323
168.5,68.5,65.401458339923,0,4.20999801136797e-09,0,65.401458339923
169.5,68.5,70.0974628502983,0,2.24873395192718e-09,0,70.0974628502983
170.5,68.5,71.9241201774426,0,9.51079550033332e-10,0,71.9241201774426
171.5,68.5,72.6321251334414,0,2.34876911168901e-09,0,72.6321251334414
172.5,68.5,52.4123285301684,0,2.64691497374264e-09,0,52.4123285301684
173.5,68.5,35.9143450071099,0,4.29632333247416e-09,0,35.9143450071099
174.5,68.5,36.6747070075276,0,2.70789290335105e-09,0,36.6747070075276
175.5,68.5,39.2440037819348,0,2.85265677066432e-10,0,39.2440037819348
176.5,68.5,34.8861933154349,0,3.54917673022159e-10,0,34.8861933154349
177.5,68.5,18.8064738778922,0,2.43032182364931e-10,0,18.8064738778922
178.5,68.5,31.050215230419,0,1.07745603923581e-09,0,31.050215230419
179.5,68.5,3.71645747153199,0,4.29989259081127e-09,0,3.71645747153199
-179.5,67.5,50.9720662610566,0,3.89429543465531e-11,0,50.9720662610566
-178.5,67.5,57.2693381134221,0,4.04389186898038e-09,0,57.2693381134221
-177.5,67.5,61.2736262376062,0,4.25623881423671e-11,0,61.2736262376062
-176.5,67.5,66.2131027462384,0,1.37431191924418e-10,0,66.2131027462384
-175.5,67.5,43.5200604203442,0,7.24869731621882e-10,0,43.5200604203442
-174.5,67.5,11.7673725659791,-3.73624038820844e-08,3.13707457490623e-11,0,-2.37175665992588
-173.5,67.5,18.4805611631393,-3.29450065405677e-08,4.92207454095592e-10,0,6.01311644797921
-172.5,67.5,3.66308166875496,-1.88265991610757e-08,6.6073816189805e-10,0,-3.46150590496926
-171.5,67.5,0,-5.4017854621371e-09,4.55846261253679e-10,0,-2.04420847600747
-170.5,67.5,0,-5.28384543397033e-09,3.78638029078542e-10,0,-1.99957619526826
-169.5,67.5,0,-6.38059052154336e-09,3.8186338091109e-10,0,-2.4146196322487
-168.5,67.5,0,-7.29906212259804e-09,1.77019572657088e-10,0,-2.76219867717902
-167.5,67.5,0,-1.09274398611006e-08,1.76313417789411e-10,0,-4.13529292151604
-166.5,67.5,0,-1.54810208597979e-08,1.11601676020592e-11,0,-5.85851368601505
-165.5,67.5,4.03057086488683,-1.74389824235903e-08,7.29446908225917e-10,0,-2.56889813163731
-164.5,67.5,34.0848980319534,0,1.66530738720868e-09,0,34.0848980319534
-163.5,67.5,24.5063441652873,0,5.18872586907876e-09,0,24.5063441652873
-162.5,67.5,28.2354107202047,0,5.67067668407347e-09,0,28.2354107202047
-161.5,67.5,24.1812389639819,0,3.68699034663091e-09,0,24.1812389639819
-160.5,67.5,24.8740999260013,0,4.74807687809493e-09,0,24.8740999260013
-159.5,67.5,25.2675092005263,0,3.67840493149029e-09,0,25.2675092005263
-158.5,67.5,26.0267846750762,0,2.24919799205045e-09,0,26.0267846750762
-157.5,67.5,161.981789367112,0,3.65717170323555e-09,0,161.981789367112
-156.5,67.5,19.7884479801659,0,1.1637900947412e-09,0,19.7884479801659
-155.5,67.5,17.914374787496,0,3.3521391932303e-10,0,17.914374787496
-154.5,67.5,18.9881797626362,0,6.18722836600577e-10,0,18.9881797626362
-153.5,67.5,23.3851642664251,0,4.96639869140925e-10,0,23.3851642664251
-152.5,67.5,27.9000933723138,0,8.80899958180707e-10,0,27.9000933723138
-151.5,67.5,106.319837237683,0,3.64587095378473e-09,0,106.319837237683
-150.5,67.5,102.680102176555,0,3.64277571969496e-09,0,102.680102176555
-149.5,67.5,30.3078728250941,0,2.99607769721821e-09,0,30.3078728250941
-148.5,67.5,30.9609014804019,0,1.1206863465727e-09,0,30.9609014804019
-147.5,67.5,99.1046627269429,0,7.01072661791833e-10,0,99.1046627269429
-146.5,67.5,103.612247967698,0,4.40747955383613e-09,0,103.612247967698
-145.5,67.5,97.3223733236782,0,2.22444099995508e-09,0,97.3223733236782
-144.5,67.5,97.9755488374919,0,7.77375031501935e-10,0,97.9755488374919
-143.5,67.5,31.9996851695501,0,1.47942629685296e-09,0,31.9996851695501
-142.5,67.5,29.6572993018863,0,8.89185109555549e-10,0,29.6572993018863
-141.5,67.5,114.359397974928,0,7.63480096293147e-10,0,114.359397974928
-140.5,67.5,35.6718332977217,0,4.39510814864461e-10,0,35.6718332977217
-139.5,67.5,35.1788493192021,0,2.22165078654711e-09,0,35.1788493192021
-138.5,67.5,33.8310253343483,0,5.80574161864192e-10,0,33.8310253343483
-137.5,67.5,32.2422618252332,0,5.12501156226388e-10,0,32.2422618252332
-136.5,67.5,28.249891713375,0,7.52179141200517e-10,0,28.249891713375
-135.5,67.5,35.437750724329,0,2.03057309601089e-09,0,35.437750724329
-134.5,67.5,100.128353619326,0,5.88140504788879e-09,0,100.128353619326
-133.5,67.5,20.9838129055262,0,2.82671708951915e-09,0,20.9838129055262
-132.5,67.5,22.1651296402057,0,1.14336888025251e-09,0,22.1651296402057
-131.5,67.5,24.3683095879888,0,1.57895532035297e-09,0,24.3683095879888
-130.5,67.5,23.5266871695951,0,1.1612084624125e-09,0,23.5266871695951
-129.5,67.5,22.6692496931422,0,4.54733321614687e-10,0,22.6692496931422
-128.5,67.5,83.6622502726278,0,5.11234760595439e-10,0,83.6622502726278
-127.5,67.5,81.8444035732734,0,4.93922165331063e-10,0,81.8444035732734
-126.5,67.5,18.0414199217626,0,1.30579635444719e-09,0,18.0414199217626
-125.5,67.5,18.4460515992004,0,1.23816787753569e-09,0,18.4460515992004
-124.5,67.5,18.6113069407088,0,7.1857242019987e-10,0,18.6113069407088
-123.5,67.5,17.680424489997,0,5.0857968207627e-10,0,17.680424489997
-122.5,67.5,14.8574901662377,0,3.76585077537597e-10,0,14.8574901662377
-121.5,67.5,13.2479707498266,0,4.4314706141227e-10,0,13.2479707498266
-120.5,67.5,12.0570617565404,0,6.61104889892967e-10,0,12.0570617565404
-119.5,67.5,50.0159904231482,0,8.23944080278336e-10,0,50.0159904231482
-118.5,67.5,52.7700362470987,0,6.18572409234286e-10,0,52.7700362470987
-117.5,67.5,13.5445304325282,0,7.45738230548566e-10,0,13.5445304325282
-116.5,67.5,15.2870543266757,0,6.64432919768201e-10,0,15.2870543266757
-115.5,67.5,14.8856526373872,0,3.15843038585655e-09,0,14.8856526373872
-114.5,67.5,12.0077774835913,0,9.68865029898465e-10,0,12.0077774835913
-113.5,67.5,8.50228471045055,0,3.82167773508827e-10,0,8.50228471045055
-112.5,67.5,7.66203763573812,0,4.17637486252574e-10,0,7.66203763573812
-111.5,67.5,10.9157099041762,0,4.80660760739866e-10,0,10.9157099041762
-110.5,67.5,14.0636519772274,0,5.68216074601746e-10,0,14.0636519772274
-109.5,67.5,13.3054438600497,0,2.08654006401568e-10,0,13.3054438600497
